f,aircraft,origin,destination,takeoff,landing,delays
327,134,49,14,Sun May 07 10:00:00 SGT 2017,Sun May 07 11:20:00 SGT 2017,475_
351,99,55,77,Sun May 07 15:10:00 SGT 2017,Sun May 07 17:20:00 SGT 2017,335_
377,116,79,49,Sun May 07 11:55:00 SGT 2017,Sun May 07 15:35:00 SGT 2017,120_
378,142,60,49,Sun May 07 10:50:00 SGT 2017,Sun May 07 13:20:00 SGT 2017,240_230_220_
380,99,49,55,Sun May 07 12:20:00 SGT 2017,Sun May 07 14:25:00 SGT 2017,335_
442,116,57,77,Sun May 07 19:40:00 SGT 2017,Sun May 07 22:25:00 SGT 2017,105_110_
471,107,57,49,Sun May 07 13:00:00 SGT 2017,Sun May 07 14:45:00 SGT 2017,240_210_
485,116,49,57,Sun May 07 16:50:00 SGT 2017,Sun May 07 18:40:00 SGT 2017,115_120_
532,28,49,25,Sun May 07 15:00:00 SGT 2017,Sun May 07 17:50:00 SGT 2017,235_
545,109,63,49,Sun May 07 10:00:00 SGT 2017,Sun May 07 10:50:00 SGT 2017,480_435_455_475_445_
555,116,25,61,Sun May 07 17:15:00 SGT 2017,Sun May 07 20:15:00 SGT 2017,345_235_
557,22,25,49,Sun May 07 10:55:00 SGT 2017,Sun May 07 14:00:00 SGT 2017,305_
575,22,25,49,Sun May 07 13:05:00 SGT 2017,Sun May 07 16:00:00 SGT 2017,185_
579,138,50,25,Sun May 07 16:00:00 SGT 2017,Sun May 07 18:50:00 SGT 2017,165_155_
587,3,25,50,Sun May 07 11:35:00 SGT 2017,Sun May 07 14:35:00 SGT 2017,165_185_
591,23,2,49,Sat May 06 18:35:00 SGT 2017,Sun May 07 06:10:00 SGT 2017,660_665_
594,38,61,25,Sun May 07 13:15:00 SGT 2017,Sun May 07 16:15:00 SGT 2017,290_
603,17,41,49,Sun May 07 13:55:00 SGT 2017,Sun May 07 15:45:00 SGT 2017,120_
614,108,32,25,Sun May 07 18:50:00 SGT 2017,Sun May 07 21:05:00 SGT 2017,65_
620,100,49,27,Sun May 07 16:45:00 SGT 2017,Sun May 07 19:40:00 SGT 2017,340_120_330_
653,129,30,49,Sun May 07 19:25:00 SGT 2017,Sun May 07 22:05:00 SGT 2017,100_
656,142,49,66,Sun May 07 17:35:00 SGT 2017,Sun May 07 19:00:00 SGT 2017,115_120_105_95_
674,142,66,25,Sun May 07 20:00:00 SGT 2017,Sun May 07 22:25:00 SGT 2017,85_105_110_95_
682,108,25,52,Sun May 07 21:35:00 SGT 2017,Sun May 07 23:45:00 SGT 2017,0_85_
701,140,49,30,Sun May 07 15:45:00 SGT 2017,Sun May 07 18:35:00 SGT 2017,225_200_
723,142,30,50,Sun May 07 11:45:00 SGT 2017,Sun May 07 14:20:00 SGT 2017,180_185_190_
737,23,49,25,Sun May 07 17:00:00 SGT 2017,Sun May 07 20:05:00 SGT 2017,120_
743,28,25,50,Sun May 07 18:55:00 SGT 2017,Sun May 07 21:45:00 SGT 2017,220_
745,27,25,50,Sun May 07 13:50:00 SGT 2017,Sun May 07 16:40:00 SGT 2017,50_120_
752,20,25,49,Sun May 07 20:05:00 SGT 2017,Sun May 07 23:15:00 SGT 2017,415_
777,123,49,46,Sun May 07 16:30:00 SGT 2017,Sun May 07 19:15:00 SGT 2017,180_165_
876,135,46,49,Sun May 07 12:30:00 SGT 2017,Sun May 07 15:20:00 SGT 2017,225_115_100_120_105_110_
884,123,46,50,Sun May 07 21:15:00 SGT 2017,Mon May 08 00:05:00 SGT 2017,55_75_110_
906,140,46,49,Sun May 07 14:10:00 SGT 2017,Sun May 07 16:55:00 SGT 2017,85_105_110_
910,123,50,46,Sun May 07 17:25:00 SGT 2017,Sun May 07 20:10:00 SGT 2017,70_90_75_
935,107,49,38,Sun May 07 17:05:00 SGT 2017,Sun May 07 18:50:00 SGT 2017,120_
947,69,50,37,Sun May 07 16:00:00 SGT 2017,Sun May 07 18:10:00 SGT 2017,115_120_
952,107,38,75,Sun May 07 20:05:00 SGT 2017,Mon May 08 00:25:00 SGT 2017,95_
961,69,37,75,Sun May 07 19:10:00 SGT 2017,Sun May 07 23:25:00 SGT 2017,105_110_
983,71,38,49,Sun May 07 12:45:00 SGT 2017,Sun May 07 14:15:00 SGT 2017,240_230_215_205_
992,118,49,78,Sun May 07 14:35:00 SGT 2017,Sun May 07 17:25:00 SGT 2017,320_325_390_200_460_
1001,107,42,49,Sun May 07 12:20:00 SGT 2017,Sun May 07 14:20:00 SGT 2017,200_235_205_
1009,45,31,50,Sun May 07 20:45:00 SGT 2017,Sun May 07 22:35:00 SGT 2017,0_20_90_170_
1016,110,78,49,Sun May 07 13:40:00 SGT 2017,Sun May 07 16:35:00 SGT 2017,65_50_70_
1019,38,31,50,Sun May 07 13:50:00 SGT 2017,Sun May 07 15:40:00 SGT 2017,80_115_110_
1024,110,49,21,Sun May 07 17:35:00 SGT 2017,Sun May 07 22:00:00 SGT 2017,90_
1041,106,49,42,Sun May 07 16:35:00 SGT 2017,Sun May 07 18:45:00 SGT 2017,160_150_
1045,92,49,31,Sun May 07 11:55:00 SGT 2017,Sun May 07 13:25:00 SGT 2017,465_460_
1063,126,31,49,Sun May 07 14:30:00 SGT 2017,Sun May 07 15:55:00 SGT 2017,385_390_410_395_350_
1080,46,31,50,Sun May 07 10:55:00 SGT 2017,Sun May 07 12:35:00 SGT 2017,305_290_285_
1091,75,36,50,Sun May 07 14:10:00 SGT 2017,Sun May 07 15:40:00 SGT 2017,115_120_90_
1109,104,50,36,Sun May 07 17:30:00 SGT 2017,Sun May 07 18:55:00 SGT 2017,65_50_30_
1112,43,35,50,Sun May 07 14:40:00 SGT 2017,Sun May 07 16:10:00 SGT 2017,65_70_
1133,81,42,50,Sun May 07 11:40:00 SGT 2017,Sun May 07 14:00:00 SGT 2017,210_185_220_
1136,126,50,31,Sun May 07 14:55:00 SGT 2017,Sun May 07 16:25:00 SGT 2017,225_180_230_185_220_
1146,114,31,50,Sun May 07 17:25:00 SGT 2017,Sun May 07 19:10:00 SGT 2017,170_235_
1152,45,49,31,Sun May 07 15:50:00 SGT 2017,Sun May 07 17:20:00 SGT 2017,195_245_325_185_
1157,142,72,49,Sun May 07 11:35:00 SGT 2017,Sun May 07 14:20:00 SGT 2017,240_225_210_
1172,41,31,49,Sun May 07 18:45:00 SGT 2017,Sun May 07 20:15:00 SGT 2017,160_150_105_140_
1180,137,34,49,Sun May 07 14:00:00 SGT 2017,Sun May 07 15:55:00 SGT 2017,115_110_
1208,44,48,49,Sun May 07 11:50:00 SGT 2017,Sun May 07 14:45:00 SGT 2017,165_
1215,118,33,49,Sun May 07 10:15:00 SGT 2017,Sun May 07 11:55:00 SGT 2017,430_
1229,128,49,68,Sun May 07 14:00:00 SGT 2017,Sun May 07 16:05:00 SGT 2017,355_310_
1256,133,66,49,Sun May 07 09:20:00 SGT 2017,Sun May 07 10:50:00 SGT 2017,640_645_650_655_
1260,112,61,7,Sun May 07 09:10:00 SGT 2017,Sun May 07 10:45:00 SGT 2017,520_525_
1261,128,68,49,Sun May 07 16:55:00 SGT 2017,Sun May 07 19:00:00 SGT 2017,310_25_
1272,80,50,62,Sun May 07 14:25:00 SGT 2017,Sun May 07 15:50:00 SGT 2017,260_230_215_235_220_255_
1280,65,62,50,Sun May 07 10:30:00 SGT 2017,Sun May 07 11:55:00 SGT 2017,320_325_345_335_
1284,134,57,49,Sun May 07 17:45:00 SGT 2017,Sun May 07 19:35:00 SGT 2017,0_225_
1286,68,62,50,Sun May 07 17:10:00 SGT 2017,Sun May 07 18:50:00 SGT 2017,210_205_
1300,126,62,49,Sun May 07 13:15:00 SGT 2017,Sun May 07 15:05:00 SGT 2017,240_195_115_120_
1322,118,27,49,Sun May 07 10:05:00 SGT 2017,Sun May 07 12:55:00 SGT 2017,260_270_
1333,13,37,49,Sun May 07 14:10:00 SGT 2017,Sun May 07 16:15:00 SGT 2017,85_70_
1337,13,49,20,Sun May 07 17:40:00 SGT 2017,Sun May 07 23:00:00 SGT 2017,85_
1360,12,49,37,Sun May 07 15:10:00 SGT 2017,Sun May 07 17:30:00 SGT 2017,305_285_
1374,136,50,16,Sun May 07 14:50:00 SGT 2017,Sun May 07 18:25:00 SGT 2017,180_185_205_
1387,136,16,50,Sun May 07 19:35:00 SGT 2017,Sun May 07 23:15:00 SGT 2017,160_165_185_
1397,98,7,32,Sun May 07 12:00:00 SGT 2017,Sun May 07 14:30:00 SGT 2017,480_470_
1406,142,49,6,Sun May 07 16:50:00 SGT 2017,Sun May 07 18:45:00 SGT 2017,70_
1416,85,49,7,Sun May 07 08:45:00 SGT 2017,Sun May 07 10:25:00 SGT 2017,560_550_620_
1423,112,7,49,Sun May 07 11:25:00 SGT 2017,Sun May 07 12:50:00 SGT 2017,530_595_535_540_
1426,120,50,7,Sun May 07 09:00:00 SGT 2017,Sun May 07 10:25:00 SGT 2017,525_
1433,101,7,50,Sun May 07 11:25:00 SGT 2017,Sun May 07 13:10:00 SGT 2017,610_535_
1436,93,32,7,Sun May 07 16:30:00 SGT 2017,Sun May 07 19:00:00 SGT 2017,0_90_
1446,128,50,20,Sun May 07 17:55:00 SGT 2017,Sun May 07 23:30:00 SGT 2017,0_70_60_
1448,122,61,11,Sun May 07 13:40:00 SGT 2017,Sun May 07 16:10:00 SGT 2017,260_
1451,142,11,61,Sun May 07 17:10:00 SGT 2017,Sun May 07 19:30:00 SGT 2017,0_240_
1461,46,61,15,Sun May 07 15:00:00 SGT 2017,Sun May 07 16:35:00 SGT 2017,170_
1464,95,12,49,Sun May 07 12:40:00 SGT 2017,Sun May 07 15:30:00 SGT 2017,115_105_
1465,115,13,49,Sun May 07 18:15:00 SGT 2017,Sun May 07 21:15:00 SGT 2017,535_
1468,104,19,50,Sat May 06 18:35:00 SGT 2017,Sat May 06 22:00:00 SGT 2017,1140_
1469,115,49,13,Sun May 07 13:55:00 SGT 2017,Sun May 07 17:15:00 SGT 2017,360_380_365_
1473,70,78,50,Sun May 07 08:40:00 SGT 2017,Sun May 07 11:45:00 SGT 2017,775_
1497,142,50,60,Sun May 07 14:05:00 SGT 2017,Sun May 07 16:10:00 SGT 2017,225_230_
1513,46,15,50,Sun May 07 17:50:00 SGT 2017,Sun May 07 19:25:00 SGT 2017,145_170_175_
1516,46,50,15,Sun May 07 15:10:00 SGT 2017,Sun May 07 16:50:00 SGT 2017,180_185_
1534,99,77,54,Sun May 07 18:00:00 SGT 2017,Sun May 07 20:25:00 SGT 2017,0_345_
1536,1,50,54,Sun May 07 11:40:00 SGT 2017,Sun May 07 13:55:00 SGT 2017,415_
1539,99,54,50,Sun May 07 21:20:00 SGT 2017,Sun May 07 23:25:00 SGT 2017,0_340_
1555,97,78,58,Sun May 07 18:45:00 SGT 2017,Sun May 07 20:35:00 SGT 2017,215_
1556,97,58,49,Sun May 07 21:20:00 SGT 2017,Sun May 07 22:55:00 SGT 2017,435_
1562,18,63,25,Sat May 06 21:50:00 SGT 2017,Sun May 07 00:15:00 SGT 2017,230_
1595,133,61,66,Sun May 07 07:10:00 SGT 2017,Sun May 07 08:35:00 SGT 2017,640_645_650_
1600,120,61,66,Sun May 07 07:00:00 SGT 2017,Sun May 07 08:25:00 SGT 2017,650_
1603,75,50,62,Sun May 07 16:30:00 SGT 2017,Sun May 07 17:55:00 SGT 2017,120_
1607,133,66,61,Sun May 07 09:25:00 SGT 2017,Sun May 07 11:00:00 SGT 2017,370_
1610,133,66,61,Sun May 07 09:10:00 SGT 2017,Sun May 07 10:45:00 SGT 2017,385_375_380_
1613,114,62,50,Sun May 07 18:55:00 SGT 2017,Sun May 07 20:25:00 SGT 2017,225_215_105_155_95_
1620,122,51,67,Sat May 06 21:00:00 SGT 2017,Sat May 06 22:55:00 SGT 2017,310_
1624,83,67,52,Sun May 07 19:30:00 SGT 2017,Sun May 07 21:50:00 SGT 2017,0_120_
1651,139,49,67,Sun May 07 15:10:00 SGT 2017,Sun May 07 17:40:00 SGT 2017,240_440_425_235_
1670,129,67,49,Sun May 07 18:45:00 SGT 2017,Sun May 07 21:10:00 SGT 2017,35_85_
1704,70,68,52,Sun May 07 17:20:00 SGT 2017,Sun May 07 19:30:00 SGT 2017,0_330_
1728,110,52,67,Sat May 06 20:30:00 SGT 2017,Sat May 06 22:55:00 SGT 2017,310_
1746,109,27,67,Sun May 07 19:05:00 SGT 2017,Sun May 07 21:45:00 SGT 2017,230_205_
1758,101,68,61,Sun May 07 10:50:00 SGT 2017,Sun May 07 12:50:00 SGT 2017,260_255_
1796,142,60,52,Sun May 07 17:10:00 SGT 2017,Sun May 07 18:55:00 SGT 2017,215_220_
1799,142,52,61,Sun May 07 20:10:00 SGT 2017,Sun May 07 21:30:00 SGT 2017,195_190_
1810,122,49,54,Sun May 07 09:00:00 SGT 2017,Sun May 07 11:15:00 SGT 2017,585_
1813,56,61,62,Sun May 07 12:30:00 SGT 2017,Sun May 07 14:10:00 SGT 2017,320_
1817,122,54,49,Sun May 07 12:00:00 SGT 2017,Sun May 07 14:25:00 SGT 2017,580_585_
1837,127,61,67,Sun May 07 20:05:00 SGT 2017,Sun May 07 22:45:00 SGT 2017,0_145_135_
1846,125,67,61,Sun May 07 20:55:00 SGT 2017,Sun May 07 23:20:00 SGT 2017,0_100_
1861,100,46,27,Sun May 07 21:05:00 SGT 2017,Sun May 07 23:00:00 SGT 2017,65_70_105_
1876,118,31,61,Sun May 07 11:55:00 SGT 2017,Sun May 07 13:10:00 SGT 2017,230_235_
1896,106,42,25,Sun May 07 20:25:00 SGT 2017,Mon May 08 00:10:00 SGT 2017,100_110_
2012,118,59,78,Sun May 07 12:25:00 SGT 2017,Sun May 07 14:35:00 SGT 2017,480_
2030,118,61,59,Sun May 07 09:40:00 SGT 2017,Sun May 07 11:20:00 SGT 2017,495_
2067,112,38,61,Sun May 07 10:35:00 SGT 2017,Sun May 07 12:10:00 SGT 2017,305_290_300_
2069,18,25,61,Sun May 07 06:25:00 SGT 2017,Sun May 07 09:20:00 SGT 2017,470_475_
2127,140,30,52,Sun May 07 21:10:00 SGT 2017,Sun May 07 23:15:00 SGT 2017,120_95_
2140,128,32,25,Sat May 06 22:00:00 SGT 2017,Sun May 07 00:25:00 SGT 2017,220_
2258,119,44,52,Sun May 07 19:50:00 SGT 2017,Sun May 07 22:25:00 SGT 2017,0_215_220_
2290,119,32,44,Sun May 07 16:00:00 SGT 2017,Sun May 07 18:25:00 SGT 2017,0_260_255_
2297,119,61,32,Sun May 07 13:25:00 SGT 2017,Sun May 07 15:00:00 SGT 2017,265_270_
2344,86,11,49,Sun May 07 06:30:00 SGT 2017,Sun May 07 08:55:00 SGT 2017,500_490_510_
2364,136,37,50,Sun May 07 08:10:00 SGT 2017,Sun May 07 10:10:00 SGT 2017,420_415_

