f,aircraft,origin,destination,takeoff,landing,delays
265,129,49,22,Sun May 07 17:45:00 SGT 2017,Sun May 07 22:10:00 SGT 2017,80_
271,41,62,49,Sun May 07 15:20:00 SGT 2017,Sun May 07 17:10:00 SGT 2017,305_375_335_
274,96,62,50,Sun May 07 15:05:00 SGT 2017,Sun May 07 16:30:00 SGT 2017,70_45_445_110_
287,127,14,49,Sun May 07 12:20:00 SGT 2017,Sun May 07 13:40:00 SGT 2017,465_
295,127,61,14,Sun May 07 09:50:00 SGT 2017,Sun May 07 11:15:00 SGT 2017,480_
300,120,14,61,Sun May 07 12:15:00 SGT 2017,Sun May 07 13:40:00 SGT 2017,470_
327,127,49,14,Sun May 07 10:00:00 SGT 2017,Sun May 07 11:20:00 SGT 2017,475_
377,142,79,49,Sun May 07 11:55:00 SGT 2017,Sun May 07 15:35:00 SGT 2017,210_120_95_
378,8,60,49,Sun May 07 10:50:00 SGT 2017,Sun May 07 13:20:00 SGT 2017,240_
442,54,57,77,Sun May 07 19:40:00 SGT 2017,Sun May 07 22:25:00 SGT 2017,110_
471,107,57,49,Sun May 07 13:00:00 SGT 2017,Sun May 07 14:45:00 SGT 2017,240_210_200_175_
485,54,49,57,Sun May 07 16:50:00 SGT 2017,Sun May 07 18:40:00 SGT 2017,120_
532,28,49,25,Sun May 07 15:00:00 SGT 2017,Sun May 07 17:50:00 SGT 2017,235_
545,109,63,49,Sun May 07 10:00:00 SGT 2017,Sun May 07 10:50:00 SGT 2017,450_455_445_415_
555,116,25,61,Sun May 07 17:15:00 SGT 2017,Sun May 07 20:15:00 SGT 2017,235_
557,22,25,49,Sun May 07 10:55:00 SGT 2017,Sun May 07 14:00:00 SGT 2017,305_
575,2,25,49,Sun May 07 13:05:00 SGT 2017,Sun May 07 16:00:00 SGT 2017,185_
579,3,50,25,Sun May 07 16:00:00 SGT 2017,Sun May 07 18:50:00 SGT 2017,155_
587,3,25,50,Sun May 07 11:35:00 SGT 2017,Sun May 07 14:35:00 SGT 2017,185_
591,23,2,49,Sat May 06 18:35:00 SGT 2017,Sun May 07 06:10:00 SGT 2017,660_
594,9,61,25,Sun May 07 13:15:00 SGT 2017,Sun May 07 16:15:00 SGT 2017,290_
603,17,41,49,Sun May 07 13:55:00 SGT 2017,Sun May 07 15:45:00 SGT 2017,120_
614,108,32,25,Sun May 07 18:50:00 SGT 2017,Sun May 07 21:05:00 SGT 2017,65_
620,100,49,27,Sun May 07 16:45:00 SGT 2017,Sun May 07 19:40:00 SGT 2017,120_330_190_
653,129,30,49,Sun May 07 19:25:00 SGT 2017,Sun May 07 22:05:00 SGT 2017,100_
656,128,49,66,Sun May 07 17:35:00 SGT 2017,Sun May 07 19:00:00 SGT 2017,115_105_110_
674,128,66,25,Sun May 07 20:00:00 SGT 2017,Sun May 07 22:25:00 SGT 2017,100_105_95_
682,108,25,52,Sun May 07 21:35:00 SGT 2017,Sun May 07 23:45:00 SGT 2017,85_
701,140,49,30,Sun May 07 15:45:00 SGT 2017,Sun May 07 18:35:00 SGT 2017,225_
723,142,30,50,Sun May 07 11:45:00 SGT 2017,Sun May 07 14:20:00 SGT 2017,180_200_235_190_175_
737,23,49,25,Sun May 07 17:00:00 SGT 2017,Sun May 07 20:05:00 SGT 2017,120_
743,28,25,50,Sun May 07 18:55:00 SGT 2017,Sun May 07 21:45:00 SGT 2017,220_
752,20,25,49,Sun May 07 20:05:00 SGT 2017,Sun May 07 23:15:00 SGT 2017,415_
777,52,49,46,Sun May 07 16:30:00 SGT 2017,Sun May 07 19:15:00 SGT 2017,165_
876,30,46,49,Sun May 07 12:30:00 SGT 2017,Sun May 07 15:20:00 SGT 2017,115_
884,139,46,50,Sun May 07 21:15:00 SGT 2017,Mon May 08 00:05:00 SGT 2017,55_75_60_
906,140,46,49,Sun May 07 14:10:00 SGT 2017,Sun May 07 16:55:00 SGT 2017,105_
910,139,50,46,Sun May 07 17:25:00 SGT 2017,Sun May 07 20:10:00 SGT 2017,70_90_75_
935,107,49,38,Sun May 07 17:05:00 SGT 2017,Sun May 07 18:50:00 SGT 2017,120_
947,69,50,37,Sun May 07 16:00:00 SGT 2017,Sun May 07 18:10:00 SGT 2017,120_
952,107,38,75,Sun May 07 20:05:00 SGT 2017,Mon May 08 00:25:00 SGT 2017,95_
961,69,37,75,Sun May 07 19:10:00 SGT 2017,Sun May 07 23:25:00 SGT 2017,110_
983,71,38,49,Sun May 07 12:45:00 SGT 2017,Sun May 07 14:15:00 SGT 2017,240_210_215_205_
992,118,49,78,Sun May 07 14:35:00 SGT 2017,Sun May 07 17:25:00 SGT 2017,320_210_
1001,107,42,49,Sun May 07 12:20:00 SGT 2017,Sun May 07 14:20:00 SGT 2017,240_235_205_
1009,45,31,50,Sun May 07 20:45:00 SGT 2017,Sun May 07 22:35:00 SGT 2017,170_
1016,110,78,49,Sun May 07 13:40:00 SGT 2017,Sun May 07 16:35:00 SGT 2017,65_50_60_
1019,38,31,50,Sun May 07 13:50:00 SGT 2017,Sun May 07 15:40:00 SGT 2017,80_100_110_
1024,110,49,21,Sun May 07 17:35:00 SGT 2017,Sun May 07 22:00:00 SGT 2017,90_
1041,80,49,42,Sun May 07 16:35:00 SGT 2017,Sun May 07 18:45:00 SGT 2017,150_
1045,37,49,31,Sun May 07 11:55:00 SGT 2017,Sun May 07 13:25:00 SGT 2017,420_460_
1063,71,31,49,Sun May 07 14:30:00 SGT 2017,Sun May 07 15:55:00 SGT 2017,385_405_410_
1080,46,31,50,Sun May 07 10:55:00 SGT 2017,Sun May 07 12:35:00 SGT 2017,290_280_285_
1091,75,36,50,Sun May 07 14:10:00 SGT 2017,Sun May 07 15:40:00 SGT 2017,115_
1109,104,50,36,Sun May 07 17:30:00 SGT 2017,Sun May 07 18:55:00 SGT 2017,65_70_30_
1112,43,35,50,Sun May 07 14:40:00 SGT 2017,Sun May 07 16:10:00 SGT 2017,70_
1133,81,42,50,Sun May 07 11:40:00 SGT 2017,Sun May 07 14:00:00 SGT 2017,180_185_
1136,104,50,31,Sun May 07 14:55:00 SGT 2017,Sun May 07 16:25:00 SGT 2017,180_185_220_
1146,104,31,50,Sun May 07 17:25:00 SGT 2017,Sun May 07 19:10:00 SGT 2017,170_235_175_
1152,45,49,31,Sun May 07 15:50:00 SGT 2017,Sun May 07 17:20:00 SGT 2017,325_
1157,142,72,49,Sun May 07 11:35:00 SGT 2017,Sun May 07 14:20:00 SGT 2017,240_210_
1172,41,31,49,Sun May 07 18:45:00 SGT 2017,Sun May 07 20:15:00 SGT 2017,115_105_140_
1180,137,34,49,Sun May 07 14:00:00 SGT 2017,Sun May 07 15:55:00 SGT 2017,65_115_75_110_
1215,98,33,49,Sun May 07 10:15:00 SGT 2017,Sun May 07 11:55:00 SGT 2017,390_430_
1229,125,49,68,Sun May 07 14:00:00 SGT 2017,Sun May 07 16:05:00 SGT 2017,355_325_345_
1256,133,66,49,Sun May 07 09:20:00 SGT 2017,Sun May 07 10:50:00 SGT 2017,645_650_655_
1260,112,61,7,Sun May 07 09:10:00 SGT 2017,Sun May 07 10:45:00 SGT 2017,520_525_
1272,104,50,62,Sun May 07 14:25:00 SGT 2017,Sun May 07 15:50:00 SGT 2017,260_235_255_
1280,65,62,50,Sun May 07 10:30:00 SGT 2017,Sun May 07 11:55:00 SGT 2017,400_320_310_345_380_335_
1284,132,57,49,Sun May 07 17:45:00 SGT 2017,Sun May 07 19:35:00 SGT 2017,0_225_
1286,68,62,50,Sun May 07 17:10:00 SGT 2017,Sun May 07 18:50:00 SGT 2017,210_
1290,120,68,49,Sun May 07 11:15:00 SGT 2017,Sun May 07 13:25:00 SGT 2017,220_
1300,126,62,49,Sun May 07 13:15:00 SGT 2017,Sun May 07 15:05:00 SGT 2017,240_115_220_
1322,118,27,49,Sun May 07 10:05:00 SGT 2017,Sun May 07 12:55:00 SGT 2017,245_280_250_255_
1333,13,37,49,Sun May 07 14:10:00 SGT 2017,Sun May 07 16:15:00 SGT 2017,70_
1337,13,49,20,Sun May 07 17:40:00 SGT 2017,Sun May 07 23:00:00 SGT 2017,85_
1360,12,49,37,Sun May 07 15:10:00 SGT 2017,Sun May 07 17:30:00 SGT 2017,305_
1374,142,50,16,Sun May 07 14:50:00 SGT 2017,Sun May 07 18:25:00 SGT 2017,185_205_
1387,142,16,50,Sun May 07 19:35:00 SGT 2017,Sun May 07 23:15:00 SGT 2017,165_185_
1397,101,7,32,Sun May 07 12:00:00 SGT 2017,Sun May 07 14:30:00 SGT 2017,480_505_
1406,142,49,6,Sun May 07 16:50:00 SGT 2017,Sun May 07 18:45:00 SGT 2017,70_
1416,85,49,7,Sun May 07 08:45:00 SGT 2017,Sun May 07 10:25:00 SGT 2017,550_
1423,7,7,49,Sun May 07 11:25:00 SGT 2017,Sun May 07 12:50:00 SGT 2017,595_
1426,120,50,7,Sun May 07 09:00:00 SGT 2017,Sun May 07 10:25:00 SGT 2017,525_
1433,101,7,50,Sun May 07 11:25:00 SGT 2017,Sun May 07 13:10:00 SGT 2017,530_535_540_
1436,7,32,7,Sun May 07 16:30:00 SGT 2017,Sun May 07 19:00:00 SGT 2017,90_
1446,139,50,20,Sun May 07 17:55:00 SGT 2017,Sun May 07 23:30:00 SGT 2017,0_70_90_75_60_
1448,19,61,11,Sun May 07 13:40:00 SGT 2017,Sun May 07 16:10:00 SGT 2017,260_
1451,137,11,61,Sun May 07 17:10:00 SGT 2017,Sun May 07 19:30:00 SGT 2017,240_0_
1461,46,61,15,Sun May 07 15:00:00 SGT 2017,Sun May 07 16:35:00 SGT 2017,170_175_
1464,95,12,49,Sun May 07 12:40:00 SGT 2017,Sun May 07 15:30:00 SGT 2017,115_105_90_
1465,10,13,49,Sun May 07 18:15:00 SGT 2017,Sun May 07 21:15:00 SGT 2017,535_
1468,104,19,50,Sat May 06 18:35:00 SGT 2017,Sat May 06 22:00:00 SGT 2017,1155_1140_1145_
1469,10,49,13,Sun May 07 13:55:00 SGT 2017,Sun May 07 17:15:00 SGT 2017,365_
1473,70,78,50,Sun May 07 08:40:00 SGT 2017,Sun May 07 11:45:00 SGT 2017,785_
1497,142,50,60,Sun May 07 14:05:00 SGT 2017,Sun May 07 16:10:00 SGT 2017,225_
1513,46,15,50,Sun May 07 17:50:00 SGT 2017,Sun May 07 19:25:00 SGT 2017,145_150_175_
1516,46,50,15,Sun May 07 15:10:00 SGT 2017,Sun May 07 16:50:00 SGT 2017,185_
1555,97,78,58,Sun May 07 18:45:00 SGT 2017,Sun May 07 20:35:00 SGT 2017,215_
1556,97,58,49,Sun May 07 21:20:00 SGT 2017,Sun May 07 22:55:00 SGT 2017,435_
1562,9,63,25,Sat May 06 21:50:00 SGT 2017,Sun May 07 00:15:00 SGT 2017,230_
1595,133,61,66,Sun May 07 07:10:00 SGT 2017,Sun May 07 08:35:00 SGT 2017,640_645_650_
1603,75,50,62,Sun May 07 16:30:00 SGT 2017,Sun May 07 17:55:00 SGT 2017,120_
1607,133,66,61,Sun May 07 09:25:00 SGT 2017,Sun May 07 11:00:00 SGT 2017,370_360_
1610,133,66,61,Sun May 07 09:10:00 SGT 2017,Sun May 07 10:45:00 SGT 2017,385_380_
1613,104,62,50,Sun May 07 18:55:00 SGT 2017,Sun May 07 20:25:00 SGT 2017,100_215_90_
1620,99,51,67,Sat May 06 21:00:00 SGT 2017,Sat May 06 22:55:00 SGT 2017,310_
1624,43,67,52,Sun May 07 19:30:00 SGT 2017,Sun May 07 21:50:00 SGT 2017,120_
1651,142,49,67,Sun May 07 15:10:00 SGT 2017,Sun May 07 17:40:00 SGT 2017,240_435_425_
1670,129,67,49,Sun May 07 18:45:00 SGT 2017,Sun May 07 21:10:00 SGT 2017,35_85_
1704,93,68,52,Sun May 07 17:20:00 SGT 2017,Sun May 07 19:30:00 SGT 2017,215_330_300_
1728,69,52,67,Sat May 06 20:30:00 SGT 2017,Sat May 06 22:55:00 SGT 2017,310_
1746,109,27,67,Sun May 07 19:05:00 SGT 2017,Sun May 07 21:45:00 SGT 2017,240_230_235_205_
1750,82,61,68,Sun May 07 07:40:00 SGT 2017,Sun May 07 09:50:00 SGT 2017,615_
1758,19,68,61,Sun May 07 10:50:00 SGT 2017,Sun May 07 12:50:00 SGT 2017,260_
1796,142,60,52,Sun May 07 17:10:00 SGT 2017,Sun May 07 18:55:00 SGT 2017,215_
1799,142,52,61,Sun May 07 20:10:00 SGT 2017,Sun May 07 21:30:00 SGT 2017,190_
1810,137,49,54,Sun May 07 09:00:00 SGT 2017,Sun May 07 11:15:00 SGT 2017,585_
1813,51,61,62,Sun May 07 12:30:00 SGT 2017,Sun May 07 14:10:00 SGT 2017,325_
1817,137,54,49,Sun May 07 12:00:00 SGT 2017,Sun May 07 14:25:00 SGT 2017,585_
1837,127,61,67,Sun May 07 20:05:00 SGT 2017,Sun May 07 22:45:00 SGT 2017,145_135_15_
1861,52,46,27,Sun May 07 21:05:00 SGT 2017,Sun May 07 23:00:00 SGT 2017,105_
1876,118,31,61,Sun May 07 11:55:00 SGT 2017,Sun May 07 13:10:00 SGT 2017,230_235_
1896,80,42,25,Sun May 07 20:25:00 SGT 2017,Mon May 08 00:10:00 SGT 2017,100_
2012,118,59,78,Sun May 07 12:25:00 SGT 2017,Sun May 07 14:35:00 SGT 2017,480_
2030,118,61,59,Sun May 07 09:40:00 SGT 2017,Sun May 07 11:20:00 SGT 2017,495_
2067,112,38,61,Sun May 07 10:35:00 SGT 2017,Sun May 07 12:10:00 SGT 2017,305_290_
2069,9,25,61,Sun May 07 06:25:00 SGT 2017,Sun May 07 09:20:00 SGT 2017,475_
2127,140,30,52,Sun May 07 21:10:00 SGT 2017,Sun May 07 23:15:00 SGT 2017,120_
2140,128,32,25,Sat May 06 22:00:00 SGT 2017,Sun May 07 00:25:00 SGT 2017,220_
2344,95,11,49,Sun May 07 06:30:00 SGT 2017,Sun May 07 08:55:00 SGT 2017,880_500_490_
2364,136,37,50,Sun May 07 08:10:00 SGT 2017,Sun May 07 10:10:00 SGT 2017,415_

