f,aircraft,origin,destination,takeoff,landing,delays
442,132,57,77,Sun May 07 19:40:00 SGT 2017,Sun May 07 22:25:00 SGT 2017,150_120_
471,132,57,49,Sun May 07 13:00:00 SGT 2017,Sun May 07 14:45:00 SGT 2017,180_170_
485,132,49,57,Sun May 07 16:50:00 SGT 2017,Sun May 07 18:40:00 SGT 2017,130_150_
489,120,36,49,Sun May 07 09:45:00 SGT 2017,Sun May 07 11:05:00 SGT 2017,480_370_435_
525,23,25,50,Sun May 07 16:20:00 SGT 2017,Sun May 07 19:05:00 SGT 2017,330_
532,28,49,25,Sun May 07 15:00:00 SGT 2017,Sun May 07 17:50:00 SGT 2017,225_
545,133,63,49,Sun May 07 10:00:00 SGT 2017,Sun May 07 10:50:00 SGT 2017,450_440_380_445_
555,133,25,61,Sun May 07 17:15:00 SGT 2017,Sun May 07 20:15:00 SGT 2017,240_0_270_
557,20,25,49,Sun May 07 10:55:00 SGT 2017,Sun May 07 14:00:00 SGT 2017,330_
575,22,25,49,Sun May 07 13:05:00 SGT 2017,Sun May 07 16:00:00 SGT 2017,210_
579,138,50,25,Sun May 07 16:00:00 SGT 2017,Sun May 07 18:50:00 SGT 2017,135_
587,21,25,50,Sun May 07 11:35:00 SGT 2017,Sun May 07 14:35:00 SGT 2017,245_250_
591,23,2,49,Sat May 06 18:35:00 SGT 2017,Sun May 07 06:10:00 SGT 2017,650_655_
594,140,61,25,Sun May 07 13:15:00 SGT 2017,Sun May 07 16:15:00 SGT 2017,290_280_
603,137,41,49,Sun May 07 13:55:00 SGT 2017,Sun May 07 15:45:00 SGT 2017,185_190_
614,125,32,25,Sun May 07 18:50:00 SGT 2017,Sun May 07 21:05:00 SGT 2017,0_90_
620,137,49,27,Sun May 07 16:45:00 SGT 2017,Sun May 07 19:40:00 SGT 2017,210_180_
622,125,25,32,Sun May 07 22:10:00 SGT 2017,Mon May 08 00:45:00 SGT 2017,0_90_
653,134,30,49,Sun May 07 19:25:00 SGT 2017,Sun May 07 22:05:00 SGT 2017,120_
656,142,49,66,Sun May 07 17:35:00 SGT 2017,Sun May 07 19:00:00 SGT 2017,90_
662,100,52,49,Sun May 07 16:05:00 SGT 2017,Sun May 07 17:35:00 SGT 2017,55_90_45_
674,142,66,25,Sun May 07 20:00:00 SGT 2017,Sun May 07 22:25:00 SGT 2017,90_
682,140,25,52,Sun May 07 21:35:00 SGT 2017,Sun May 07 23:45:00 SGT 2017,0_120_30_
701,140,49,30,Sun May 07 15:45:00 SGT 2017,Sun May 07 18:35:00 SGT 2017,210_
723,99,30,50,Sun May 07 11:45:00 SGT 2017,Sun May 07 14:20:00 SGT 2017,180_200_
743,28,25,50,Sun May 07 18:55:00 SGT 2017,Sun May 07 21:45:00 SGT 2017,210_
777,97,49,46,Sun May 07 16:30:00 SGT 2017,Sun May 07 19:15:00 SGT 2017,180_100_
876,103,46,49,Sun May 07 12:30:00 SGT 2017,Sun May 07 15:20:00 SGT 2017,105_190_175_
906,140,46,49,Sun May 07 14:10:00 SGT 2017,Sun May 07 16:55:00 SGT 2017,90_45_
910,118,50,46,Sun May 07 17:25:00 SGT 2017,Sun May 07 20:10:00 SGT 2017,35_75_45_
935,107,49,38,Sun May 07 17:05:00 SGT 2017,Sun May 07 18:50:00 SGT 2017,115_120_110_
947,69,50,37,Sun May 07 16:00:00 SGT 2017,Sun May 07 18:10:00 SGT 2017,130_
952,107,38,75,Sun May 07 20:05:00 SGT 2017,Mon May 08 00:25:00 SGT 2017,120_90_
961,69,37,75,Sun May 07 19:10:00 SGT 2017,Sun May 07 23:25:00 SGT 2017,120_
983,71,38,49,Sun May 07 12:45:00 SGT 2017,Sun May 07 14:15:00 SGT 2017,245_175_
992,115,49,78,Sun May 07 14:35:00 SGT 2017,Sun May 07 17:25:00 SGT 2017,200_205_
1001,133,42,49,Sun May 07 12:20:00 SGT 2017,Sun May 07 14:20:00 SGT 2017,240_170_235_205_175_
1005,100,50,31,Sun May 07 11:10:00 SGT 2017,Sun May 07 12:40:00 SGT 2017,450_420_
1009,45,31,50,Sun May 07 20:45:00 SGT 2017,Sun May 07 22:35:00 SGT 2017,0_180_30_
1019,133,31,50,Sun May 07 13:50:00 SGT 2017,Sun May 07 15:40:00 SGT 2017,80_85_
1024,123,49,21,Sun May 07 17:35:00 SGT 2017,Sun May 07 22:00:00 SGT 2017,90_
1041,142,49,42,Sun May 07 16:35:00 SGT 2017,Sun May 07 18:45:00 SGT 2017,150_140_
1045,54,49,31,Sun May 07 11:55:00 SGT 2017,Sun May 07 13:25:00 SGT 2017,450_
1057,102,50,34,Sun May 07 15:05:00 SGT 2017,Sun May 07 17:30:00 SGT 2017,180_215_
1063,137,31,49,Sun May 07 14:30:00 SGT 2017,Sun May 07 15:55:00 SGT 2017,180_390_360_90_140_
1069,77,34,50,Sun May 07 18:20:00 SGT 2017,Sun May 07 20:25:00 SGT 2017,0_180_
1080,44,31,50,Sun May 07 10:55:00 SGT 2017,Sun May 07 12:35:00 SGT 2017,295_285_270_
1084,77,50,27,Sun May 07 21:10:00 SGT 2017,Sun May 07 23:45:00 SGT 2017,0_180_
1091,118,36,50,Sun May 07 14:10:00 SGT 2017,Sun May 07 15:40:00 SGT 2017,100_105_90_95_
1096,118,27,50,Sun May 07 11:45:00 SGT 2017,Sun May 07 14:15:00 SGT 2017,195_180_170_175_
1112,43,35,50,Sun May 07 14:40:00 SGT 2017,Sun May 07 16:10:00 SGT 2017,80_55_
1133,133,42,50,Sun May 07 11:40:00 SGT 2017,Sun May 07 14:00:00 SGT 2017,215_200_185_220_190_
1136,98,50,31,Sun May 07 14:55:00 SGT 2017,Sun May 07 16:25:00 SGT 2017,225_185_220_190_
1146,104,31,50,Sun May 07 17:25:00 SGT 2017,Sun May 07 19:10:00 SGT 2017,240_210_180_
1152,45,49,31,Sun May 07 15:50:00 SGT 2017,Sun May 07 17:20:00 SGT 2017,210_185_330_125_
1157,94,72,49,Sun May 07 11:35:00 SGT 2017,Sun May 07 14:20:00 SGT 2017,195_180_265_175_
1172,42,31,49,Sun May 07 18:45:00 SGT 2017,Sun May 07 20:15:00 SGT 2017,180_120_90_
1180,104,34,49,Sun May 07 14:00:00 SGT 2017,Sun May 07 15:55:00 SGT 2017,480_145_100_165_140_
1229,35,49,68,Sun May 07 14:00:00 SGT 2017,Sun May 07 16:05:00 SGT 2017,300_
1260,122,61,7,Sun May 07 09:10:00 SGT 2017,Sun May 07 10:45:00 SGT 2017,535_520_525_
1261,35,68,49,Sun May 07 16:55:00 SGT 2017,Sun May 07 19:00:00 SGT 2017,300_
1272,104,50,62,Sun May 07 14:25:00 SGT 2017,Sun May 07 15:50:00 SGT 2017,210_250_
1280,65,62,50,Sun May 07 10:30:00 SGT 2017,Sun May 07 11:55:00 SGT 2017,345_330_
1284,134,57,49,Sun May 07 17:45:00 SGT 2017,Sun May 07 19:35:00 SGT 2017,0_210_180_
1286,104,62,50,Sun May 07 17:10:00 SGT 2017,Sun May 07 18:50:00 SGT 2017,210_180_
1300,125,62,49,Sun May 07 13:15:00 SGT 2017,Sun May 07 15:05:00 SGT 2017,240_150_140_125_
1333,13,37,49,Sun May 07 14:10:00 SGT 2017,Sun May 07 16:15:00 SGT 2017,70_
1337,13,49,20,Sun May 07 17:40:00 SGT 2017,Sun May 07 23:00:00 SGT 2017,90_
1339,133,7,61,Sun May 07 20:00:00 SGT 2017,Sun May 07 21:40:00 SGT 2017,0_90_30_
1360,12,49,37,Sun May 07 15:10:00 SGT 2017,Sun May 07 17:30:00 SGT 2017,240_
1374,70,50,16,Sun May 07 14:50:00 SGT 2017,Sun May 07 18:25:00 SGT 2017,180_185_190_
1387,70,16,50,Sun May 07 19:35:00 SGT 2017,Sun May 07 23:15:00 SGT 2017,180_
1397,122,7,32,Sun May 07 12:00:00 SGT 2017,Sun May 07 14:30:00 SGT 2017,480_570_510_
1406,95,49,6,Sun May 07 16:50:00 SGT 2017,Sun May 07 18:45:00 SGT 2017,70_60_
1426,133,50,7,Sun May 07 09:00:00 SGT 2017,Sun May 07 10:25:00 SGT 2017,525_
1433,101,7,50,Sun May 07 11:25:00 SGT 2017,Sun May 07 13:10:00 SGT 2017,600_540_
1436,116,32,7,Sun May 07 16:30:00 SGT 2017,Sun May 07 19:00:00 SGT 2017,0_90_
1448,87,61,11,Sun May 07 13:40:00 SGT 2017,Sun May 07 16:10:00 SGT 2017,260_250_255_
1451,87,11,61,Sun May 07 17:10:00 SGT 2017,Sun May 07 19:30:00 SGT 2017,240_
1461,46,61,15,Sun May 07 15:00:00 SGT 2017,Sun May 07 16:35:00 SGT 2017,170_175_
1464,95,12,49,Sun May 07 12:40:00 SGT 2017,Sun May 07 15:30:00 SGT 2017,105_90_110_
1465,141,13,49,Sun May 07 18:15:00 SGT 2017,Sun May 07 21:15:00 SGT 2017,540_
1469,141,49,13,Sun May 07 13:55:00 SGT 2017,Sun May 07 17:15:00 SGT 2017,360_
1497,112,50,60,Sun May 07 14:05:00 SGT 2017,Sun May 07 16:10:00 SGT 2017,220_
1513,46,15,50,Sun May 07 17:50:00 SGT 2017,Sun May 07 19:25:00 SGT 2017,150_
1555,115,78,58,Sun May 07 18:45:00 SGT 2017,Sun May 07 20:35:00 SGT 2017,180_
1556,115,58,49,Sun May 07 21:20:00 SGT 2017,Sun May 07 22:55:00 SGT 2017,450_
1562,107,63,25,Sat May 06 21:50:00 SGT 2017,Sun May 07 00:15:00 SGT 2017,240_0_
1603,75,50,62,Sun May 07 16:30:00 SGT 2017,Sun May 07 17:55:00 SGT 2017,85_105_95_
1607,140,66,61,Sun May 07 09:25:00 SGT 2017,Sun May 07 11:00:00 SGT 2017,370_375_360_365_
1613,104,62,50,Sun May 07 18:55:00 SGT 2017,Sun May 07 20:25:00 SGT 2017,150_90_
1651,38,49,67,Sun May 07 15:10:00 SGT 2017,Sun May 07 17:40:00 SGT 2017,205_
1670,90,67,49,Sun May 07 18:45:00 SGT 2017,Sun May 07 21:10:00 SGT 2017,90_
1728,130,52,67,Sat May 06 20:30:00 SGT 2017,Sat May 06 22:55:00 SGT 2017,330_
1745,52,27,67,Sat May 06 19:05:00 SGT 2017,Sat May 06 21:45:00 SGT 2017,390_
1746,127,27,67,Sun May 07 19:05:00 SGT 2017,Sun May 07 21:45:00 SGT 2017,210_180_
1758,116,68,61,Sun May 07 10:50:00 SGT 2017,Sun May 07 12:50:00 SGT 2017,260_265_255_
1796,112,60,52,Sun May 07 17:10:00 SGT 2017,Sun May 07 18:55:00 SGT 2017,210_
1799,112,52,61,Sun May 07 20:10:00 SGT 2017,Sun May 07 21:30:00 SGT 2017,210_
1813,77,61,62,Sun May 07 12:30:00 SGT 2017,Sun May 07 14:10:00 SGT 2017,320_330_
1861,118,46,27,Sun May 07 21:05:00 SGT 2017,Sun May 07 23:00:00 SGT 2017,120_30_
1876,46,31,61,Sun May 07 11:55:00 SGT 2017,Sun May 07 13:10:00 SGT 2017,230_235_
1895,133,42,25,Sat May 06 20:25:00 SGT 2017,Sun May 07 00:10:00 SGT 2017,0_240_
1896,142,42,25,Sun May 07 20:25:00 SGT 2017,Mon May 08 00:10:00 SGT 2017,120_90_
2067,118,38,61,Sun May 07 10:35:00 SGT 2017,Sun May 07 12:10:00 SGT 2017,305_300_
2069,133,25,61,Sun May 07 06:25:00 SGT 2017,Sun May 07 09:20:00 SGT 2017,465_470_460_
2127,140,30,52,Sun May 07 21:10:00 SGT 2017,Sun May 07 23:15:00 SGT 2017,120_
2140,128,32,25,Sat May 06 22:00:00 SGT 2017,Sun May 07 00:25:00 SGT 2017,240_0_
2258,83,44,52,Sun May 07 19:50:00 SGT 2017,Sun May 07 22:25:00 SGT 2017,240_0_
2290,82,32,44,Sun May 07 16:00:00 SGT 2017,Sun May 07 18:25:00 SGT 2017,0_270_
2297,82,61,32,Sun May 07 13:25:00 SGT 2017,Sun May 07 15:00:00 SGT 2017,280_
2344,86,11,49,Sun May 07 06:30:00 SGT 2017,Sun May 07 08:55:00 SGT 2017,485_490_
2364,96,37,50,Sun May 07 08:10:00 SGT 2017,Sun May 07 10:10:00 SGT 2017,435_420_425_415_

