f,aircraft,origin,destination,takeoff,landing,delays
471,50,57,49,Sun May 07 13:00:00 SGT 2017,Sun May 07 14:45:00 SGT 2017,170_
485,132,49,57,Sun May 07 16:50:00 SGT 2017,Sun May 07 18:40:00 SGT 2017,65_
521,107,25,49,Sun May 07 06:45:00 SGT 2017,Sun May 07 09:55:00 SGT 2017,440_
525,138,25,50,Sun May 07 16:20:00 SGT 2017,Sun May 07 19:05:00 SGT 2017,360_
532,28,49,25,Sun May 07 15:00:00 SGT 2017,Sun May 07 17:50:00 SGT 2017,195_
555,79,25,61,Sun May 07 17:15:00 SGT 2017,Sun May 07 20:15:00 SGT 2017,300_
557,3,25,49,Sun May 07 10:55:00 SGT 2017,Sun May 07 14:00:00 SGT 2017,180_
579,138,50,25,Sun May 07 16:00:00 SGT 2017,Sun May 07 18:50:00 SGT 2017,135_
587,21,25,50,Sun May 07 11:35:00 SGT 2017,Sun May 07 14:35:00 SGT 2017,165_
591,23,2,49,Sat May 06 18:35:00 SGT 2017,Sun May 07 06:10:00 SGT 2017,660_
594,122,61,25,Sun May 07 13:15:00 SGT 2017,Sun May 07 16:15:00 SGT 2017,285_
620,52,49,27,Sun May 07 16:45:00 SGT 2017,Sun May 07 19:40:00 SGT 2017,180_
653,34,30,49,Sun May 07 19:25:00 SGT 2017,Sun May 07 22:05:00 SGT 2017,120_
701,82,49,30,Sun May 07 15:45:00 SGT 2017,Sun May 07 18:35:00 SGT 2017,165_
723,70,30,50,Sun May 07 11:45:00 SGT 2017,Sun May 07 14:20:00 SGT 2017,160_
743,28,25,50,Sun May 07 18:55:00 SGT 2017,Sun May 07 21:45:00 SGT 2017,180_
884,33,46,50,Sun May 07 21:15:00 SGT 2017,Mon May 08 00:05:00 SGT 2017,120_
947,69,50,37,Sun May 07 16:00:00 SGT 2017,Sun May 07 18:10:00 SGT 2017,120_
961,69,37,75,Sun May 07 19:10:00 SGT 2017,Sun May 07 23:25:00 SGT 2017,120_
983,71,38,49,Sun May 07 12:45:00 SGT 2017,Sun May 07 14:15:00 SGT 2017,180_
992,115,49,78,Sun May 07 14:35:00 SGT 2017,Sun May 07 17:25:00 SGT 2017,210_
1001,133,42,49,Sun May 07 12:20:00 SGT 2017,Sun May 07 14:20:00 SGT 2017,180_
1041,133,49,42,Sun May 07 16:35:00 SGT 2017,Sun May 07 18:45:00 SGT 2017,105_
1069,4,34,50,Sun May 07 18:20:00 SGT 2017,Sun May 07 20:25:00 SGT 2017,180_
1084,4,50,27,Sun May 07 21:10:00 SGT 2017,Sun May 07 23:45:00 SGT 2017,180_
1091,75,36,50,Sun May 07 14:10:00 SGT 2017,Sun May 07 15:40:00 SGT 2017,95_
1133,98,42,50,Sun May 07 11:40:00 SGT 2017,Sun May 07 14:00:00 SGT 2017,180_
1136,98,50,31,Sun May 07 14:55:00 SGT 2017,Sun May 07 16:25:00 SGT 2017,175_
1146,98,31,50,Sun May 07 17:25:00 SGT 2017,Sun May 07 19:10:00 SGT 2017,180_
1157,86,72,49,Sun May 07 11:35:00 SGT 2017,Sun May 07 14:20:00 SGT 2017,180_
1180,115,34,49,Sun May 07 14:00:00 SGT 2017,Sun May 07 15:55:00 SGT 2017,80_
1286,50,62,50,Sun May 07 17:10:00 SGT 2017,Sun May 07 18:50:00 SGT 2017,240_
1360,12,49,37,Sun May 07 15:10:00 SGT 2017,Sun May 07 17:30:00 SGT 2017,180_
1374,70,50,16,Sun May 07 14:50:00 SGT 2017,Sun May 07 18:25:00 SGT 2017,180_
1387,70,16,50,Sun May 07 19:35:00 SGT 2017,Sun May 07 23:15:00 SGT 2017,180_
1448,87,61,11,Sun May 07 13:40:00 SGT 2017,Sun May 07 16:10:00 SGT 2017,250_
1451,87,11,61,Sun May 07 17:10:00 SGT 2017,Sun May 07 19:30:00 SGT 2017,240_
1555,115,78,58,Sun May 07 18:45:00 SGT 2017,Sun May 07 20:35:00 SGT 2017,180_
1556,115,58,49,Sun May 07 21:20:00 SGT 2017,Sun May 07 22:55:00 SGT 2017,480_
1581,47,41,50,Sun May 07 21:55:00 SGT 2017,Sun May 07 23:55:00 SGT 2017,120_
1603,75,50,62,Sun May 07 16:30:00 SGT 2017,Sun May 07 17:55:00 SGT 2017,95_
1613,74,62,50,Sun May 07 18:55:00 SGT 2017,Sun May 07 20:25:00 SGT 2017,120_
1632,104,71,38,Sun May 07 19:50:00 SGT 2017,Sun May 07 21:25:00 SGT 2017,240_
1633,104,38,50,Sun May 07 22:25:00 SGT 2017,Sun May 07 23:50:00 SGT 2017,240_
1636,104,50,38,Sun May 07 14:35:00 SGT 2017,Sun May 07 16:15:00 SGT 2017,200_
1639,104,38,71,Sun May 07 17:25:00 SGT 2017,Sun May 07 19:05:00 SGT 2017,180_
1670,90,67,49,Sun May 07 18:45:00 SGT 2017,Sun May 07 21:10:00 SGT 2017,120_
1705,34,68,52,Mon May 08 17:20:00 SGT 2017,Mon May 08 19:30:00 SGT 2017,120_
1758,19,68,61,Sun May 07 10:50:00 SGT 2017,Sun May 07 12:50:00 SGT 2017,250_
2067,112,38,61,Sun May 07 10:35:00 SGT 2017,Sun May 07 12:10:00 SGT 2017,300_
2069,87,25,61,Sun May 07 06:25:00 SGT 2017,Sun May 07 09:20:00 SGT 2017,460_
2158,33,73,46,Sun May 07 16:10:00 SGT 2017,Sun May 07 17:20:00 SGT 2017,300_
2186,33,49,73,Sun May 07 12:50:00 SGT 2017,Sun May 07 15:10:00 SGT 2017,310_
2258,83,44,52,Sun May 07 19:50:00 SGT 2017,Sun May 07 22:25:00 SGT 2017,300_
2290,83,32,44,Sun May 07 16:00:00 SGT 2017,Sun May 07 18:25:00 SGT 2017,300_
2297,83,61,32,Sun May 07 13:25:00 SGT 2017,Sun May 07 15:00:00 SGT 2017,270_

