f,aircraft,origin,destination,takeoff,landing,delays
992,115,49,78,Sun May 07 14:35:00 SGT 2017,Sun May 07 17:25:00 SGT 2017,200_
1019,118,31,50,Sun May 07 13:50:00 SGT 2017,Sun May 07 15:40:00 SGT 2017,95_
1041,133,49,42,Sun May 07 16:35:00 SGT 2017,Sun May 07 18:45:00 SGT 2017,110_
1157,64,72,49,Sun May 07 11:35:00 SGT 2017,Sun May 07 14:20:00 SGT 2017,235_
1260,63,61,7,Sun May 07 09:10:00 SGT 2017,Sun May 07 10:45:00 SGT 2017,520_
1272,5,50,62,Sun May 07 14:25:00 SGT 2017,Sun May 07 15:50:00 SGT 2017,210_
1286,5,62,50,Sun May 07 17:10:00 SGT 2017,Sun May 07 18:50:00 SGT 2017,180_
1300,6,62,49,Sun May 07 13:15:00 SGT 2017,Sun May 07 15:05:00 SGT 2017,240_
1333,13,37,49,Sun May 07 14:10:00 SGT 2017,Sun May 07 16:15:00 SGT 2017,65_
1337,13,49,20,Sun May 07 17:40:00 SGT 2017,Sun May 07 23:00:00 SGT 2017,70_
1360,12,49,37,Sun May 07 15:10:00 SGT 2017,Sun May 07 17:30:00 SGT 2017,300_
1374,70,50,16,Sun May 07 14:50:00 SGT 2017,Sun May 07 18:25:00 SGT 2017,180_
1387,70,16,50,Sun May 07 19:35:00 SGT 2017,Sun May 07 23:15:00 SGT 2017,180_
1406,95,49,6,Sun May 07 16:50:00 SGT 2017,Sun May 07 18:45:00 SGT 2017,65_
1433,63,7,50,Sun May 07 11:25:00 SGT 2017,Sun May 07 13:10:00 SGT 2017,540_
1461,46,61,15,Sun May 07 15:00:00 SGT 2017,Sun May 07 16:35:00 SGT 2017,175_
1464,95,12,49,Sun May 07 12:40:00 SGT 2017,Sun May 07 15:30:00 SGT 2017,95_
1465,6,13,49,Sun May 07 18:15:00 SGT 2017,Sun May 07 21:15:00 SGT 2017,540_
1469,6,49,13,Sun May 07 13:55:00 SGT 2017,Sun May 07 17:15:00 SGT 2017,360_
1513,46,15,50,Sun May 07 17:50:00 SGT 2017,Sun May 07 19:25:00 SGT 2017,180_
1555,115,78,58,Sun May 07 18:45:00 SGT 2017,Sun May 07 20:35:00 SGT 2017,180_
1556,115,58,49,Sun May 07 21:20:00 SGT 2017,Sun May 07 22:55:00 SGT 2017,480_
1603,75,50,62,Sun May 07 16:30:00 SGT 2017,Sun May 07 17:55:00 SGT 2017,75_
1607,63,66,61,Sun May 07 09:25:00 SGT 2017,Sun May 07 11:00:00 SGT 2017,360_
1613,96,62,50,Sun May 07 18:55:00 SGT 2017,Sun May 07 20:25:00 SGT 2017,240_
1651,38,49,67,Sun May 07 15:10:00 SGT 2017,Sun May 07 17:40:00 SGT 2017,175_
1670,37,67,49,Sun May 07 18:45:00 SGT 2017,Sun May 07 21:10:00 SGT 2017,120_
1728,60,52,67,Sat May 06 20:30:00 SGT 2017,Sat May 06 22:55:00 SGT 2017,360_
1746,80,27,67,Sun May 07 19:05:00 SGT 2017,Sun May 07 21:45:00 SGT 2017,240_
1876,46,31,61,Sun May 07 11:55:00 SGT 2017,Sun May 07 13:10:00 SGT 2017,235_
1895,133,42,25,Sat May 06 20:25:00 SGT 2017,Sun May 07 00:10:00 SGT 2017,240_
2140,128,32,25,Sat May 06 22:00:00 SGT 2017,Sun May 07 00:25:00 SGT 2017,240_
2364,70,37,50,Sun May 07 08:10:00 SGT 2017,Sun May 07 10:10:00 SGT 2017,415_

