f,aircraft,origin,destination,takeoff,landing,delays
274,38,62,50,Sun May 07 15:05:00 SGT 2017,Sun May 07 16:30:00 SGT 2017,35_70_
287,134,14,49,Sun May 07 12:20:00 SGT 2017,Sun May 07 13:40:00 SGT 2017,480_
295,133,61,14,Sun May 07 09:50:00 SGT 2017,Sun May 07 11:15:00 SGT 2017,490_495_
300,142,14,61,Sun May 07 12:15:00 SGT 2017,Sun May 07 13:40:00 SGT 2017,480_
327,142,49,14,Sun May 07 10:00:00 SGT 2017,Sun May 07 11:20:00 SGT 2017,485_490_
351,73,55,77,Sun May 07 15:10:00 SGT 2017,Sun May 07 17:20:00 SGT 2017,330_
377,142,79,49,Sun May 07 11:55:00 SGT 2017,Sun May 07 15:35:00 SGT 2017,160_210_100_
378,142,60,49,Sun May 07 10:50:00 SGT 2017,Sun May 07 13:20:00 SGT 2017,245_235_255_
380,73,49,55,Sun May 07 12:20:00 SGT 2017,Sun May 07 14:25:00 SGT 2017,330_
442,132,57,77,Sun May 07 19:40:00 SGT 2017,Sun May 07 22:25:00 SGT 2017,150_120_
471,132,57,49,Sun May 07 13:00:00 SGT 2017,Sun May 07 14:45:00 SGT 2017,225_170_
485,132,49,57,Sun May 07 16:50:00 SGT 2017,Sun May 07 18:40:00 SGT 2017,130_150_
512,50,64,77,Sat May 06 15:00:00 SGT 2017,Sat May 06 17:20:00 SGT 2017,0_420_
521,129,25,49,Sun May 07 06:45:00 SGT 2017,Sun May 07 09:55:00 SGT 2017,450_475_
525,138,25,50,Sun May 07 16:20:00 SGT 2017,Sun May 07 19:05:00 SGT 2017,390_360_
532,28,49,25,Sun May 07 15:00:00 SGT 2017,Sun May 07 17:50:00 SGT 2017,225_
545,140,63,49,Sun May 07 10:00:00 SGT 2017,Sun May 07 10:50:00 SGT 2017,455_440_445_
555,112,25,61,Sun May 07 17:15:00 SGT 2017,Sun May 07 20:15:00 SGT 2017,240_270_
557,20,25,49,Sun May 07 10:55:00 SGT 2017,Sun May 07 14:00:00 SGT 2017,330_
567,72,49,27,Sun May 07 08:50:00 SGT 2017,Sun May 07 11:40:00 SGT 2017,690_
575,22,25,49,Sun May 07 13:05:00 SGT 2017,Sun May 07 16:00:00 SGT 2017,210_
579,138,50,25,Sun May 07 16:00:00 SGT 2017,Sun May 07 18:50:00 SGT 2017,160_135_
581,127,27,49,Sun May 07 20:35:00 SGT 2017,Sun May 07 23:20:00 SGT 2017,0_420_
587,21,25,50,Sun May 07 11:35:00 SGT 2017,Sun May 07 14:35:00 SGT 2017,255_
591,23,2,49,Sat May 06 18:35:00 SGT 2017,Sun May 07 06:10:00 SGT 2017,665_
594,129,61,25,Sun May 07 13:15:00 SGT 2017,Sun May 07 16:15:00 SGT 2017,290_280_
599,138,25,50,Sun May 07 21:25:00 SGT 2017,Mon May 08 00:10:00 SGT 2017,90_30_
603,137,41,49,Sun May 07 13:55:00 SGT 2017,Sun May 07 15:45:00 SGT 2017,190_
614,125,32,25,Sun May 07 18:50:00 SGT 2017,Sun May 07 21:05:00 SGT 2017,90_
620,137,49,27,Sun May 07 16:45:00 SGT 2017,Sun May 07 19:40:00 SGT 2017,210_180_270_
622,125,25,32,Sun May 07 22:10:00 SGT 2017,Mon May 08 00:45:00 SGT 2017,90_
653,134,30,49,Sun May 07 19:25:00 SGT 2017,Sun May 07 22:05:00 SGT 2017,120_
656,114,49,66,Sun May 07 17:35:00 SGT 2017,Sun May 07 19:00:00 SGT 2017,90_
662,120,52,49,Sun May 07 16:05:00 SGT 2017,Sun May 07 17:35:00 SGT 2017,0_50_55_90_15_
674,114,66,25,Sun May 07 20:00:00 SGT 2017,Sun May 07 22:25:00 SGT 2017,90_
701,140,49,30,Sun May 07 15:45:00 SGT 2017,Sun May 07 18:35:00 SGT 2017,210_
723,100,30,50,Sun May 07 11:45:00 SGT 2017,Sun May 07 14:20:00 SGT 2017,170_
728,40,25,50,Sun May 07 06:40:00 SGT 2017,Sun May 07 09:40:00 SGT 2017,465_
737,23,49,25,Sun May 07 17:00:00 SGT 2017,Sun May 07 20:05:00 SGT 2017,115_120_
743,28,25,50,Sun May 07 18:55:00 SGT 2017,Sun May 07 21:45:00 SGT 2017,210_
745,27,25,50,Sun May 07 13:50:00 SGT 2017,Sun May 07 16:40:00 SGT 2017,130_125_45_
777,44,49,46,Sun May 07 16:30:00 SGT 2017,Sun May 07 19:15:00 SGT 2017,390_300_
793,44,46,49,Sun May 07 20:15:00 SGT 2017,Sun May 07 23:05:00 SGT 2017,450_30_
876,103,46,49,Sun May 07 12:30:00 SGT 2017,Sun May 07 15:20:00 SGT 2017,190_110_175_
884,126,46,50,Sun May 07 21:15:00 SGT 2017,Mon May 08 00:05:00 SGT 2017,120_30_
906,140,46,49,Sun May 07 14:10:00 SGT 2017,Sun May 07 16:55:00 SGT 2017,80_90_
910,127,50,46,Sun May 07 17:25:00 SGT 2017,Sun May 07 20:10:00 SGT 2017,35_90_45_
935,107,49,38,Sun May 07 17:05:00 SGT 2017,Sun May 07 18:50:00 SGT 2017,120_
947,69,50,37,Sun May 07 16:00:00 SGT 2017,Sun May 07 18:10:00 SGT 2017,130_180_175_
952,107,38,75,Sun May 07 20:05:00 SGT 2017,Mon May 08 00:25:00 SGT 2017,120_
961,69,37,75,Sun May 07 19:10:00 SGT 2017,Sun May 07 23:25:00 SGT 2017,180_120_
983,71,38,49,Sun May 07 12:45:00 SGT 2017,Sun May 07 14:15:00 SGT 2017,245_
992,115,49,78,Sun May 07 14:35:00 SGT 2017,Sun May 07 17:25:00 SGT 2017,270_
1001,140,42,49,Sun May 07 12:20:00 SGT 2017,Sun May 07 14:20:00 SGT 2017,245_200_170_190_
1005,121,50,31,Sun May 07 11:10:00 SGT 2017,Sun May 07 12:40:00 SGT 2017,480_
1009,45,31,50,Sun May 07 20:45:00 SGT 2017,Sun May 07 22:35:00 SGT 2017,0_180_60_
1019,122,31,50,Sun May 07 13:50:00 SGT 2017,Sun May 07 15:40:00 SGT 2017,80_85_
1024,110,49,21,Sun May 07 17:35:00 SGT 2017,Sun May 07 22:00:00 SGT 2017,90_
1033,46,31,49,Sun May 07 09:40:00 SGT 2017,Sun May 07 11:10:00 SGT 2017,440_360_
1041,142,49,42,Sun May 07 16:35:00 SGT 2017,Sun May 07 18:45:00 SGT 2017,150_
1045,49,49,31,Sun May 07 11:55:00 SGT 2017,Sun May 07 13:25:00 SGT 2017,450_
1057,4,50,34,Sun May 07 15:05:00 SGT 2017,Sun May 07 17:30:00 SGT 2017,180_
1063,121,31,49,Sun May 07 14:30:00 SGT 2017,Sun May 07 15:55:00 SGT 2017,420_390_
1069,72,34,50,Sun May 07 18:20:00 SGT 2017,Sun May 07 20:25:00 SGT 2017,0_180_
1080,44,31,50,Sun May 07 10:55:00 SGT 2017,Sun May 07 12:35:00 SGT 2017,290_300_270_
1084,72,50,27,Sun May 07 21:10:00 SGT 2017,Sun May 07 23:45:00 SGT 2017,0_180_
1091,75,36,50,Sun May 07 14:10:00 SGT 2017,Sun May 07 15:40:00 SGT 2017,100_105_95_
1096,38,27,50,Sun May 07 11:45:00 SGT 2017,Sun May 07 14:15:00 SGT 2017,180_175_
1112,43,35,50,Sun May 07 14:40:00 SGT 2017,Sun May 07 16:10:00 SGT 2017,80_60_
1133,98,42,50,Sun May 07 11:40:00 SGT 2017,Sun May 07 14:00:00 SGT 2017,210_195_200_185_220_190_
1136,98,50,31,Sun May 07 14:55:00 SGT 2017,Sun May 07 16:25:00 SGT 2017,225_185_220_
1146,114,31,50,Sun May 07 17:25:00 SGT 2017,Sun May 07 19:10:00 SGT 2017,240_210_180_
1152,45,49,31,Sun May 07 15:50:00 SGT 2017,Sun May 07 17:20:00 SGT 2017,210_330_
1157,129,72,49,Sun May 07 11:35:00 SGT 2017,Sun May 07 14:20:00 SGT 2017,260_200_205_
1172,30,31,49,Sun May 07 18:45:00 SGT 2017,Sun May 07 20:15:00 SGT 2017,180_120_
1180,115,34,49,Sun May 07 14:00:00 SGT 2017,Sun May 07 15:55:00 SGT 2017,100_165_170_90_155_140_95_
1215,104,33,49,Sun May 07 10:15:00 SGT 2017,Sun May 07 11:55:00 SGT 2017,385_345_415_
1229,129,49,68,Sun May 07 14:00:00 SGT 2017,Sun May 07 16:05:00 SGT 2017,295_
1260,122,61,7,Sun May 07 09:10:00 SGT 2017,Sun May 07 10:45:00 SGT 2017,530_535_520_
1272,80,50,62,Sun May 07 14:25:00 SGT 2017,Sun May 07 15:50:00 SGT 2017,210_260_250_270_
1280,126,62,50,Sun May 07 10:30:00 SGT 2017,Sun May 07 11:55:00 SGT 2017,340_345_315_
1284,94,57,49,Sun May 07 17:45:00 SGT 2017,Sun May 07 19:35:00 SGT 2017,270_
1286,104,62,50,Sun May 07 17:10:00 SGT 2017,Sun May 07 18:50:00 SGT 2017,240_210_180_330_
1300,56,62,49,Sun May 07 13:15:00 SGT 2017,Sun May 07 15:05:00 SGT 2017,240_160_
1322,73,27,49,Sun May 07 10:05:00 SGT 2017,Sun May 07 12:55:00 SGT 2017,245_
1333,13,37,49,Sun May 07 14:10:00 SGT 2017,Sun May 07 16:15:00 SGT 2017,65_
1337,13,49,20,Sun May 07 17:40:00 SGT 2017,Sun May 07 23:00:00 SGT 2017,90_
1339,116,7,61,Sun May 07 20:00:00 SGT 2017,Sun May 07 21:40:00 SGT 2017,0_90_30_
1360,12,49,37,Sun May 07 15:10:00 SGT 2017,Sun May 07 17:30:00 SGT 2017,240_270_
1374,70,50,16,Sun May 07 14:50:00 SGT 2017,Sun May 07 18:25:00 SGT 2017,200_190_
1387,70,16,50,Sun May 07 19:35:00 SGT 2017,Sun May 07 23:15:00 SGT 2017,180_
1397,122,7,32,Sun May 07 12:00:00 SGT 2017,Sun May 07 14:30:00 SGT 2017,480_510_
1406,136,49,6,Sun May 07 16:50:00 SGT 2017,Sun May 07 18:45:00 SGT 2017,65_70_
1416,95,49,7,Sun May 07 08:45:00 SGT 2017,Sun May 07 10:25:00 SGT 2017,550_
1423,67,7,49,Sun May 07 11:25:00 SGT 2017,Sun May 07 12:50:00 SGT 2017,600_540_
1426,122,50,7,Sun May 07 09:00:00 SGT 2017,Sun May 07 10:25:00 SGT 2017,525_
1433,101,7,50,Sun May 07 11:25:00 SGT 2017,Sun May 07 13:10:00 SGT 2017,540_
1436,116,32,7,Sun May 07 16:30:00 SGT 2017,Sun May 07 19:00:00 SGT 2017,90_
1448,112,61,11,Sun May 07 13:40:00 SGT 2017,Sun May 07 16:10:00 SGT 2017,250_
1451,112,11,61,Sun May 07 17:10:00 SGT 2017,Sun May 07 19:30:00 SGT 2017,240_
1461,46,61,15,Sun May 07 15:00:00 SGT 2017,Sun May 07 16:35:00 SGT 2017,170_
1464,95,12,49,Sun May 07 12:40:00 SGT 2017,Sun May 07 15:30:00 SGT 2017,105_95_
1465,141,13,49,Sun May 07 18:15:00 SGT 2017,Sun May 07 21:15:00 SGT 2017,540_
1469,141,49,13,Sun May 07 13:55:00 SGT 2017,Sun May 07 17:15:00 SGT 2017,360_
1473,97,78,50,Sun May 07 08:40:00 SGT 2017,Sun May 07 11:45:00 SGT 2017,840_
1497,136,50,60,Sun May 07 14:05:00 SGT 2017,Sun May 07 16:10:00 SGT 2017,220_
1513,46,15,50,Sun May 07 17:50:00 SGT 2017,Sun May 07 19:25:00 SGT 2017,150_
1516,46,50,15,Sun May 07 15:10:00 SGT 2017,Sun May 07 16:50:00 SGT 2017,160_
1519,73,60,52,Sun May 07 21:30:00 SGT 2017,Sun May 07 23:25:00 SGT 2017,300_
1531,73,77,60,Sun May 07 18:40:00 SGT 2017,Sun May 07 20:40:00 SGT 2017,300_
1536,117,50,54,Sun May 07 11:40:00 SGT 2017,Sun May 07 13:55:00 SGT 2017,405_375_
1555,115,78,58,Sun May 07 18:45:00 SGT 2017,Sun May 07 20:35:00 SGT 2017,240_
1556,115,58,49,Sun May 07 21:20:00 SGT 2017,Sun May 07 22:55:00 SGT 2017,450_
1562,107,63,25,Sat May 06 21:50:00 SGT 2017,Sun May 07 00:15:00 SGT 2017,240_
1578,128,36,52,Sun May 07 22:05:00 SGT 2017,Mon May 08 00:10:00 SGT 2017,180_90_
1603,104,50,62,Sun May 07 16:30:00 SGT 2017,Sun May 07 17:55:00 SGT 2017,85_105_
1607,87,66,61,Sun May 07 09:25:00 SGT 2017,Sun May 07 11:00:00 SGT 2017,360_
1613,126,62,50,Sun May 07 18:55:00 SGT 2017,Sun May 07 20:25:00 SGT 2017,150_90_
1624,43,67,52,Sun May 07 19:30:00 SGT 2017,Sun May 07 21:50:00 SGT 2017,120_270_
1651,120,49,67,Sun May 07 15:10:00 SGT 2017,Sun May 07 17:40:00 SGT 2017,450_360_300_
1670,90,67,49,Sun May 07 18:45:00 SGT 2017,Sun May 07 21:10:00 SGT 2017,90_
1704,129,68,52,Sun May 07 17:20:00 SGT 2017,Sun May 07 19:30:00 SGT 2017,270_
1728,130,52,67,Sat May 06 20:30:00 SGT 2017,Sat May 06 22:55:00 SGT 2017,330_
1745,63,27,67,Sat May 06 19:05:00 SGT 2017,Sat May 06 21:45:00 SGT 2017,390_
1746,127,27,67,Sun May 07 19:05:00 SGT 2017,Sun May 07 21:45:00 SGT 2017,240_210_180_
1758,116,68,61,Sun May 07 10:50:00 SGT 2017,Sun May 07 12:50:00 SGT 2017,260_265_255_
1796,136,60,52,Sun May 07 17:10:00 SGT 2017,Sun May 07 18:55:00 SGT 2017,210_
1799,136,52,61,Sun May 07 20:10:00 SGT 2017,Sun May 07 21:30:00 SGT 2017,210_
1813,101,61,62,Sun May 07 12:30:00 SGT 2017,Sun May 07 14:10:00 SGT 2017,320_325_
1817,117,54,49,Sun May 07 12:00:00 SGT 2017,Sun May 07 14:25:00 SGT 2017,570_540_
1861,127,46,27,Sun May 07 21:05:00 SGT 2017,Sun May 07 23:00:00 SGT 2017,150_90_30_
1864,128,27,36,Sun May 07 17:45:00 SGT 2017,Sun May 07 21:05:00 SGT 2017,90_300_
1876,118,31,61,Sun May 07 11:55:00 SGT 2017,Sun May 07 13:10:00 SGT 2017,240_245_230_235_
1895,133,42,25,Sat May 06 20:25:00 SGT 2017,Sun May 07 00:10:00 SGT 2017,240_
1896,142,42,25,Sun May 07 20:25:00 SGT 2017,Mon May 08 00:10:00 SGT 2017,120_
2012,118,59,78,Sun May 07 12:25:00 SGT 2017,Sun May 07 14:35:00 SGT 2017,480_
2030,118,61,59,Sun May 07 09:40:00 SGT 2017,Sun May 07 11:20:00 SGT 2017,495_
2067,112,38,61,Sun May 07 10:35:00 SGT 2017,Sun May 07 12:10:00 SGT 2017,290_295_300_
2069,133,25,61,Sun May 07 06:25:00 SGT 2017,Sun May 07 09:20:00 SGT 2017,470_475_460_
2127,140,30,52,Sun May 07 21:10:00 SGT 2017,Sun May 07 23:15:00 SGT 2017,120_
2140,128,32,25,Sat May 06 22:00:00 SGT 2017,Sun May 07 00:25:00 SGT 2017,240_
2158,46,73,46,Sun May 07 16:10:00 SGT 2017,Sun May 07 17:20:00 SGT 2017,300_
2186,46,49,73,Sun May 07 12:50:00 SGT 2017,Sun May 07 15:10:00 SGT 2017,310_
2344,86,11,49,Sun May 07 06:30:00 SGT 2017,Sun May 07 08:55:00 SGT 2017,490_
2364,136,37,50,Sun May 07 08:10:00 SGT 2017,Sun May 07 10:10:00 SGT 2017,435_425_410_

